transaction_id,customer_id,customer_name,customer_email,transaction_timestamp,product_code,product_name,amount,payment_method,shipping_address,order_status,customer_feedback
TXN-20250212-002114,CUST-CA-0453,MS. LISA DAVIS,lisa.davis@email.com,2025-02-12T20:02:40Z,SPORT-TEAM-1990,Diving Gear Set,$230.42,Debit Card - Visa,"6927 Oak Road, Manchester, UK, M1 1AA",Delivered on 15/02/2025,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250119-002115,CUST-CA-0375,Linda Johnson,LINDA.JOHNSON@MAIL.COM,"January 19, 2025 at 9:52PM",SPORT-TEAM-2977,Ski Jacket Waterproof,,DEBIT CARD - Mastercard,"8257 High Street, New York, CA 33209",Delivered on 26/01/2025,Excellent quality 👍
TXN-20251114-002116,CUST-CA-0007,dr. mary williams,mary.williams@test.com,2025-11-14T01:39:33Z,CLOTH-DRESS-8775,Levis Jeans 32x34,$109.42,Credit Card (Visa),"1695 Park Ave, Phoenix, IL 54341",Cancelled - 14/11/2025,Not worth the price
TXN-20241022-002117,CUSTUK0116,  emma miller  ,emma.miller@test.com,10/22/2024 10:54 AM,CLOTH-SHIRT-8376,Leather Jacket [L],£280.03,Debit Card - Visa,"6753 Oak Road, Chicago, IL 80696",Delivered on 2024-10-31,
TXN-20240126-002118,CUST-UK-0202,,william.jones@email.com,01/26/2024 01:24 PM,BOOK-EBOOK-6991,Data Science Handbook,$17.87,Credit Card (Visa),"9012 Oak Road, Leeds, UK, B1 1AA",Shipped (est. arrival: January 29),Not worth the price
TXN-20250125-002119,CUST-UK-0390,John Brown,JOHN.BROWN@SHOP.COM,25/01/2025 14:37,HOME-KITCHEN-9569,Wall Art Decoration,$1316.67,Google Pay,"9469 Oak Road, Los Angeles, NY 28994",Delivered on 2025-02-02,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250527-002120,CUSTEU0297,MRS. WILLIAM JOHNSON,william.johnson@mail.com,27/05/2025 15:35,CLOTH-SHOES-4955,Levis Jeans 32x34,$292.89,Apple Pay,"5961 Oak Road, Los Angeles, AZ 70997",Delivered on 06/06/2025,Excellent quality 👍
TXN-20260111-002121,CUST-EU-0095,MS. ROBERT MILLER,robert.miller@email.com,11/01/2026 21:17,BOOK-EBOOK-2436,Digital Marketing eBook,€33.65,Credit Card (Mastercard),,Shipped (est. arrival: January 15),Poor quality 😞
TXN-20250913-002122,CUST-US-0003,michael davis,michael.davis@mail.com,2025-09-13T07:27:23Z,BOOK-EBOOK-8910,Python Programming,€83.52,credit_card,"7881 High Street, New York, IL 88049",Shipped (est. arrival: September 20),Not worth the price
TXN-20240101-002123,CUST-US-0113,William Brown,WILLIAM.BROWN@EXAMPLE.COM,01/01/2024 07:40,BOOK-FICTION-6741,The Great Gatsby [Paperback],56.46,credit_card,"2781 High Street, Phoenix, NY 76287",Cancelled - 01/01/2024,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20241218-002124,CUST-EU-0224,michael smith,MICHAEL.SMITH@TEST.COM,"December 18, 2024 at 1:19PM",SPORT-OUTDOOR-9006,Diving Gear Set,$311.70,Credit Card (Visa),"1362 High Street, Birmingham, UK, LS1 1AA",Cancelled,Arrived damaged 😠
TXN-20251007-002125,CUST-US-0062,MS. EMMA JOHNSON,EMMA.JOHNSON@EXAMPLE.COM,2025-10-07T20:28:25Z,ELEC-CAMERA-1811,Samsung Galaxy S24,$687.94,Apple Pay,"9508 Park Ave, Manchester, UK, L1 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240615-002126,CUST-EU-0238,ms. william anderson,william.anderson@test.com,"June 15, 2024 at 9:33PM",CLOTH-SHIRT-2471,Summer Dress (M),$191.33,credit_card,"6016 Elm Street, Leeds, UK, L1 1AA",Cancelled - 17/06/2024,
TXN-20240503-002127,CUST-UK-0044,MR. JAMES MILLER,james.miller@example.com,"May 3, 2024 at 6:43PM",SPORT-FITNESS-9910,Yoga Mat Premium,$222.60,Google Pay,"7866 High Street, London, UK, M1 1AA",Cancelled - 03/05/2024,Average product
TXN20250706002128,CUST-UK-0376,patricia martinez,patricia.martinez@shop.com,2025-07-06T15:53:56Z,ELEC-PHONE-9183,Bose Headphones,244.11,Credit Card (Mastercard),,Processing,Poor quality 😞
TXN-20240414-002129,CUSTUS0456,  Ms. Sarah Garcia  ,user@domain,14/04/2024 18:06,HOME-KITCHEN-6977,Modern Sofa Set,"£1,415.79",Credit Card (Visa),"5323 Elm Street, Liverpool, UK, B1 1AA",Shipped (est. arrival: April 18),
TXN-20241220-002130,CUST-EU-0104,ROBERT HERNANDEZ,ROBERT.HERNANDEZ@SHOP.COM,2024-12-20T18:58:12Z,ELEC-LAPTOP-6423,Bose Headphones,€82.36,credit_card,"8050 Elm Street, London, UK, B1 1AA",Cancelled - 22/12/2024,Average product
TXN-20240113-002131,CUST-US-0053,,linda.lopez@test.com,01/13/2024 11:59 AM,BOOK-MAGAZINE-5996,Python Programming,$68.56,CREDIT CARD,"4869 Elm Street, New York, NY 15163",Delivered on 2024-01-18,Excellent quality 👍
TXN-20240728-002132,CUST-US-0168,EMMA SMITH,emma.smith@email.com,07/28/2024 04:57 PM,ELEC-CAMERA-4871,Sony Camera A7,€1741.27,credit_card,"5754 High Street, London, UK, M1 1AA",Processing,Poor quality 😞
TXN-20250319-002133,CUST-EU-0002,  Sarah Williams  ,sarah.williams@mail.com,19/03/2025 12:00,ELEC-LAPTOP-4021,Bose Headphones,1004.00,credit_card,"9316 Elm Street, Chicago, NY 92625",Cancelled - 20/03/2025,Good value for money
TXN-20250804-002134,CUST-UK-0324,Patricia Garcia,patricia.garcia@example.com,2025-08-04T10:10:06Z,CLOTH-JACKET-5781,Summer Dress (M),101.87,PayPal,"3774 Main St, London, UK, B1 1AA",Shipped (est. arrival: August 11),Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20240713-002135,CUST-US-0102,  ms. linda rodriguez  ,LINDA.RODRIGUEZ@MAIL.COM,"July 13, 2024 at 5:05PM",CLOTH-DRESS-6852,Leather Jacket [L],$21.98,Credit Card (Mastercard),"4353 High Street, Chicago, IL 72896",Cancelled - 13/07/2024,Not worth the price
TXN-20250922-002136,CUST-UK-0484,,john.smith@shop.com,22/09/2025 15:49,CLOTH-JACKET-8207,Leather Jacket [L],£44.83,Credit Card (Visa),"3785 Park Ave, Leeds, UK, L1 1AA",Processing,
TXN-20241112-002137,CUST-US-0015,Ms. James Rodriguez,james.rodriguez@email.com,12/11/2024 12:48,BOOK-FICTION-9428,Business Magazine,£35.38,CREDIT CARD,,Processing,
TXN-20240604-002138,CUST-ASIA-0026,Mr. David Jones,DAVID.JONES@TEST.COM,2024-06-04T22:33:29Z,BOOK-FICTION-4085,Data Science Handbook,$65.22,CREDIT CARD,"8971 High Street, Manchester, UK, B1 1AA",Processing,
TXN-20260121-002139,CUST-CA-0211,JOHN MILLER,john.miller@shop.com,01/21/2026 02:11 PM,CLOTH-PANTS-5428,Summer Dress (M),$135.23,credit_card,,Cancelled,Disappointed 😢
TXN-20250901-002140,CUST-US-0240,Dr. Jennifer Martinez,JENNIFER.MARTINEZ@MAIL.COM,01/09/2025 22:31,ELEC-CAMERA-9198,"MacBook Pro 14""",€873.37,Credit Card (Mastercard),"2571 Main St, Phoenix, TX 30117",Delivered on 10/09/2025,
TXN-20250315-002141,CUST-EU-0457,Mrs. Robert Garcia,robert.garcia@example.com,03/15/2025 04:38 PM,ELEC-TABLET-9603,"MacBook Pro 14""",$1880.57,credit_card,"4544 High Street, Manchester, UK, L1 1AA",Cancelled - 15/03/2025,Average product
TXN-20250723-002142,CUST-US-0375,Mr. Robert Lopez,robert.lopez@mail.com,07/23/2025 01:46 PM,CLOTH-JACKET-7661,Leather Jacket [L],$123.84,PayPal,"7372 Elm Street, Birmingham, UK, B1 1AA",Cancelled,Good value for money
TXN-20250927-002143,CUST-CA-0145,MS. JAMES LOPEZ,james.lopez@shop.com,09/27/2025 07:49 PM,BOOK-TEXTBOOK-8287,Data Science Handbook,€29.05,Apple Pay,"1076 Oak Road, Phoenix, CA 96182",Processing,
TXN-20251209-002144,CUST-EU-0500,James Williams,james.williams@email.com,09/12/2025 12:38,HOME-FURNITURE-5029,Wall Art Decoration,1096.52,Credit Card (Mastercard),"4417 Park Ave, Phoenix, CA 56070",Processing,Not worth the price
TXN-20260123-002145,CUST-US-0412,michael brown,michael.brown@mail.com,23/01/2026 07:12,SPORT-OUTDOOR-1584,Basketball Official,£60.57,credit_card,"8904 Elm Street, Chicago, CA 86003",Shipped (est. arrival: January 28),Poor quality 😞
TXN20250329002146,CUST-US-0247,MRS. LINDA DAVIS,linda.davis@test.com,2025-03-29T10:14:18Z,ELEC-LAPTOP-3157,"MacBook Pro 14""",,credit_card,"1308 Main St, Leeds, UK, SW1A 1AA",Delivered on 2025-04-05,Arrived damaged 😠
TXN20250206002147,CUST-US-0013,Lisa Anderson,LISA.ANDERSON@TEST.COM,2025-02-06T23:22:10Z,BOOK-FICTION-5441,Data Science Handbook,,Google Pay,"2011 Park Ave, Houston, CA 78541",Cancelled,Average product
TXN-20250308-002148,CUST-UK-0140,EMMA HERNANDEZ,emma.hernandez@test.com,08/03/2025 11:52,BOOK-NONFICTION-9483,Python Programming,$74.96,Credit Card (Mastercard),"8661 Oak Road, London, UK, SW1A 1AA",Shipped (est. arrival: March 14),Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240714-002149,CUST-US-0487,Ms. Robert Hernandez,robert.hernandez@email.com,14/07/2024 20:30,SPORT-OUTDOOR-1320,Basketball Official,$33.60,Google Pay,"9632 Oak Road, London, UK, L1 1AA",Processing,Poor quality 😞
TXN-20250922-002150,CUST-US-0225,Michael Jones,,2025-09-22T17:09:25Z,ELEC-TABLET-1201,Sony Camera A7,$721.26,Google Pay,"4601 Main St, Phoenix, IL 83071",Cancelled - 23/09/2025,Excellent quality 👍
TXN-20240906-002151,CUST-CA-0270,Emma Rodriguez,emma.rodriguez@shop.com,06/09/2024 19:31,CLOTH-JACKET-1967,Leather Jacket [L],$163.49,CREDIT CARD,"1417 Main St, Leeds, UK, M1 1AA",Delivered on 2024-09-08,Not worth the price
TXN-20240129-002152,CUST-US-0207,mrs. william jones,william.jones@test.com,2024-01-29T06:11:03Z,CLOTH-PANTS-3395,Nike Running Shoes - Size 10,$50.13,credit_card,"1918 Elm Street, Birmingham, UK, SW1A 1AA",Processing,Average product
TXN-20250920-002153,CUST-UK-0344,  Michael Miller  ,MICHAEL.MILLER@TEST.COM,20/09/2025 18:13,CLOTH-JACKET-3543,Levis Jeans 32x34,$66.43,DEBIT CARD - Mastercard,"8140 Oak Road, London, UK, B1 1AA",Shipped (est. arrival: September 25),
TXN-20240307-002154,CUST-CA-0437,Mrs. John Miller,john.miller@mail.com,07/03/2024 09:54,BOOK-MAGAZINE-9264,Digital Marketing eBook,£32.88,Credit Card (Visa),"646 Elm Street, Los Angeles, CA 65725",Processing,Arrived damaged 😠
TXN-20250707-002155,CUST-UK-0182,Richard Martinez,richard.martinez@mail.com,07/07/2025 11:04,BOOK-TEXTBOOK-1134,The Great Gatsby [Paperback],$36.89,CREDIT CARD,"41 Main St, New York, IL 36806",Delivered on 14/07/2025,Average product
TXN-20241105-002156,CUST-CA-0457,mr. robert garcia,robert.garcia@example.com,05/11/2024 14:06,SPORT-TEAM-4580,Diving Gear Set,,CREDIT CARD,"1927 Oak Road, Liverpool, UK, B1 1AA",Shipped (est. arrival: November 10),
TXN-20251121-002157,CUST-EU-0304,dr. david smith,user@domain,21/11/2025 20:46,ELEC-PHONE-4961,Bose Headphones,,credit_card,"4579 Park Ave, Birmingham, UK, LS1 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20251026-002158,CUST-EU-0081,MR. RICHARD MARTINEZ,richard.martinez@shop.com,26/10/2025 14:34,SPORT-OUTDOOR-2688,Yoga Mat Premium,189.48,Google Pay,"3671 High Street, New York, CA 14255",Processing,Disappointed 😢
TXN-20240124-002159,CUST-ASIA-0156,dr. mary wilson,mary.wilson@example.com,01/24/2024 01:58 PM,HOME-LIGHTING-9555,LED Floor Lamp,£682.31,Debit Card - Visa,"2757 Oak Road, London, UK, L1 1AA",Processing,Poor quality 😞
TXN-20251110-002160,CUST-CA-0192,Michael Wilson,michael.wilson@email.com,2025-11-10T23:00:30Z,BOOK-MAGAZINE-2993,Digital Marketing eBook,€49.18,CREDIT CARD,"9830 Oak Road, Manchester, UK, LS1 1AA",Shipped (est. arrival: November 13),
TXN-20251029-002161,CUST-UK-0103,JAMES WILSON,james.wilson@test.com,10/29/2025 08:54 AM,ELEC-TABLET-3459,Bose Headphones,$1159.96,DEBIT CARD - Mastercard,"8453 High Street, Chicago, TX 29992",Delivered on 2025-11-03,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20240825-002162,CUST-ASIA-0477,mr. linda wilson,LINDA.WILSON@EXAMPLE.COM,08/25/2024 06:52 PM,HOME-BEDDING-9898,Kitchen Mixer,76.05,CREDIT CARD,"6235 High Street, New York, NY 51881",Delivered on 2024-08-31,Excellent quality 👍
TXN-20250731-002163,CUST-EU-0342,Richard Williams,richard.williams@email.com,31/07/2025 15:59,ELEC-PHONE-2294,Sony Camera A7,$1149.99,Credit Card (Visa),,Processing,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20240318-002164,CUST-UK-0417,  Dr. Mary Davis  ,MARY.DAVIS@TEST.COM,03/18/2024 07:41 PM,SPORT-OUTDOOR-7697,Yoga Mat Premium,245.43,DEBIT CARD - Mastercard,"8078 Park Ave, Manchester, UK, LS1 1AA",Shipped (est. arrival: March 25),Good value for money
TXN-20240909-002165,CUST-US-0375,LINDA GARCIA,linda.garcia@test.com,09/09/2024 06:43 PM,ELEC-PHONE-8075,Samsung Galaxy S24,187.51,Google Pay,"238 Elm Street, Phoenix, IL 13878",Cancelled - 11/09/2024,
TXN-20251231-002166,CUST-UK-0500,  Sarah Martinez  ,sarah.martinez@test.com,12/31/2025 12:34 PM,HOME-KITCHEN-6161,LED Floor Lamp,$110.53,Google Pay,,Shipped (est. arrival: January 05),
TXN-20250901-002167,CUST-EU-0326,  John Williams  ,invalid-email,01/09/2025 16:13,SPORT-TEAM-6517,Camping Tent 4-Person,€269.38,PayPal,"2373 Elm Street, New York, CA 21248",Shipped (est. arrival: September 04),
TXN-20250226-002168,CUST-ASIA-0392,  John Hernandez  ,john.hernandez@example.com,"February 26, 2025 at 6:11PM",SPORT-WINTER-7425,Camping Tent 4-Person,$497.16,Google Pay,"272 Oak Road, Chicago, IL 38671",Shipped (est. arrival: March 01),Not worth the price
TXN-20240519-002169,CUST-US-0490,Mr. Joseph Johnson,joseph.johnson@email.com,05/19/2024 08:03 PM,ELEC-TABLET-6287,"MacBook Pro 14""",€1451.73,credit_card,"4928 Oak Road, Phoenix, AZ 90587",Cancelled - 20/05/2024,Excellent quality 👍
TXN-20250624-002170,CUST-US-0228,  LISA JONES  ,LISA.JONES@EXAMPLE.COM,"June 24, 2025 at 2:29PM",CLOTH-SHIRT-7120,Summer Dress (M),$108.75,DEBIT CARD - Mastercard,"2578 Park Ave, Birmingham, UK, B1 1AA",Delivered on 2025-07-03,Disappointed 😢
TXN-20250624-002171,CUST-CA-0263,,emma.wilson@mail.com,06/24/2025 10:32 PM,ELEC-TABLET-3184,"MacBook Pro 14""",626.75,PayPal,"7685 Oak Road, London, UK, SW1A 1AA",Delivered on 2025-06-30,Poor quality 😞
TXN-20240907-002172,CUST-ASIA-0389,Dr. Joseph Smith,joseph.smith@test.com,09/07/2024 07:19 PM,CLOTH-SHIRT-8920,Nike Running Shoes - Size 10,,Debit Card - Visa,"9788 Main St, Los Angeles, CA 37300",Shipped (est. arrival: September 14),Perfect! 5/5 stars
TXN-20260127-002173,CUST-ASIA-0412,  robert lopez  ,robert.lopez@mail.com,2026-01-27T13:08:25Z,CLOTH-PANTS-9238,Leather Jacket [L],$27.32,CREDIT CARD,"928 Oak Road, Los Angeles, AZ 98005",Processing,Average product
TXN20251121002174,CUST-ASIA-0182,Emma Garcia,emma.garcia@test.com,"November 21, 2025 at 9:10PM",CLOTH-JACKET-2183,Cotton T-Shirt,$21.92,Credit Card (Mastercard),"7674 Elm Street, New York, AZ 13766",Shipped (est. arrival: November 27),
TXN-20250412-002175,CUST-ASIA-0266,mrs. james davis,james.davis@mail.com,04/12/2025 08:23 PM,HOME-KITCHEN-2775,Kitchen Mixer,€1422.84,CREDIT CARD,"3010 High Street, New York, CA 79851",Delivered on 22/04/2025,Poor quality 😞
TXN-20250922-002176,CUST-CA-0181,Ms. Michael Garcia,,"September 22, 2025 at 8:16AM",HOME-LIGHTING-2373,Wall Art Decoration,,Debit Card - Visa,"5830 Main St, Chicago, CA 52069",Shipped (est. arrival: September 29),
TXN-20250624-002177,CUST-ASIA-0217,  Dr. Richard Martinez  ,RICHARD.MARTINEZ@SHOP.COM,24/06/2025 07:52,ELEC-AUDIO-6714,iPhone 15 Pro Max (256GB),$1644.35,credit_card,,Processing,Not worth the price
TXN-20251215-002178,CUST-UK-0278,JOSEPH WILLIAMS,JOSEPH.WILLIAMS@TEST.COM,"December 15, 2025 at 3:12PM",CLOTH-PANTS-8906,Summer Dress (M),€28.06,CREDIT CARD,"1532 High Street, Chicago, IL 80099",Cancelled,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20250617-002179,CUST-US-0374,Ms. Sarah Johnson,SARAH.JOHNSON@TEST.COM,06/17/2025 01:37 PM,SPORT-TEAM-7393,Ski Jacket Waterproof,$256.54,Apple Pay,"9835 Main St, Los Angeles, AZ 47136",Delivered on 22/06/2025,
TXN-20240504-002180,CUST-US-0056,DR. LISA SMITH,lisa.smith@mail.com,2024-05-04T16:23:08Z,BOOK-NONFICTION-8799,Python Programming,$71.82,PayPal,"9259 Main St, London, UK, LS1 1AA",Shipped (est. arrival: May 07),Arrived damaged 😠
TXN-20241119-002181,CUST-UK-0027,Ms. Jennifer Miller,jennifer.miller@example.com,"November 19, 2024 at 1:35PM",ELEC-CAMERA-5366,Bose Headphones,£1536.36,Debit Card - Visa,,Processing,Good value for money
TXN-20250607-002182,CUST-CA-0114,,patricia.jones@shop.com,06/07/2025 01:20 PM,BOOK-NONFICTION-2779,Python Programming,£72.57,Credit Card (Mastercard),"1289 Oak Road, New York, AZ 80631",Processing,
TXN-20250204-002183,CUST-CA-0167,ms. david lopez,david.lopez@mail.com,2025-02-04T12:52:19Z,SPORT-OUTDOOR-8115,Camping Tent 4-Person,$195.79,Google Pay,"190 Park Ave, Manchester, UK, B1 1AA",Delivered on 2025-02-09,Poor quality 😞
TXN-20241201-002184,CUST-US-0095,Dr. Michael Smith,michael.smith@shop.com,"December 1, 2024 at 7:46AM",HOME-BEDDING-2913,Wall Art Decoration,,credit_card,"543 High Street, New York, AZ 22473",Cancelled,Arrived damaged 😠
TXN-20251212-002185,CUSTCA0146,LINDA LOPEZ,linda.lopez@shop.com,12/12/2025 20:13,HOME-KITCHEN-8097,Wall Art Decoration,$482.79,Credit Card (Mastercard),"6441 Elm Street, Liverpool, UK, SW1A 1AA",Processing,Perfect! 5/5 stars
TXN-20240414-002186,CUST-US-0386,mr. michael davis,michael.davis@email.com,2024-04-14T14:37:37Z,HOME-LIGHTING-5256,Queen Bedding Set,$389.04,Apple Pay,"8962 Park Ave, Manchester, UK, L1 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240123-002187,CUST-ASIA-0442,Ms. Lisa Williams,,01/23/2024 11:54 PM,BOOK-FICTION-5865,The Great Gatsby [Paperback],$43.92,CREDIT CARD,"1641 High Street, Leeds, UK, SW1A 1AA",Processing,Not worth the price
TXN-20240601-002188,CUST-US-0467,  Joseph Williams  ,JOSEPH.WILLIAMS@TEST.COM,2024-06-01T22:20:08Z,SPORT-TEAM-5128,Ski Jacket Waterproof,$472.26,DEBIT CARD - Mastercard,"9447 Oak Road, Manchester, UK, M1 1AA",Shipped (est. arrival: June 08),
TXN-20250429-002189,CUST-CA-0344,LISA MILLER,LISA.MILLER@MAIL.COM,29/04/2025 06:07,HOME-DECOR-4221,Queen Bedding Set,£587.37,Apple Pay,"5558 Park Ave, Manchester, UK, LS1 1AA",Processing,Arrived damaged 😠
TXN-20250125-002190,CUST-ASIA-0177,robert johnson,robert.johnson@shop.com,"January 25, 2025 at 2:03PM",HOME-FURNITURE-5835,Queen Bedding Set,$393.75,Debit Card - Visa,"6887 Park Ave, Phoenix, TX 73938",Delivered on 03/02/2025,Not worth the price
TXN-20250126-002191,CUST-EU-0305,EMMA MARTINEZ,emma.martinez@test.com,26/01/2025 09:00,BOOK-MAGAZINE-1988,The Great Gatsby [Paperback],47.97,Google Pay,"6125 Elm Street, Birmingham, UK, L1 1AA",Cancelled,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240510-002192,CUST-ASIA-0119,mary anderson,mary.anderson@shop.com,05/10/2024 02:39 PM,CLOTH-SHOES-6580,Levis Jeans 32x34,$124.84,Apple Pay,"9975 Elm Street, Chicago, TX 91473",Shipped (est. arrival: May 14),
TXN-20250204-002193,CUST-US-0419,Dr. Sarah Martinez,SARAH.MARTINEZ@SHOP.COM,2025-02-04T08:22:50Z,HOME-BEDDING-5995,LED Floor Lamp,$482.25,CREDIT CARD,"1766 Main St, Liverpool, UK, B1 1AA",Processing,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN20250204002194,CUST-CA-0322,MRS. JENNIFER WILSON,JENNIFER.WILSON@TEST.COM,2025-02-04T08:31:29Z,CLOTH-DRESS-1107,Leather Jacket [L],£77.37,Credit Card (Mastercard),"1854 Oak Road, Houston, IL 83333",Cancelled,
TXN-20240906-002195,CUST-EU-0071,Mary Davis,mary.davis@email.com,2024-09-06T15:00:44Z,ELEC-LAPTOP-5258,Sony Camera A7,$1254.97,CREDIT CARD,"1655 Main St, London, UK, L1 1AA",Processing,Average product
TXN-20250305-002196,CUST-UK-0450,Sarah Jones,sarah@,"March 5, 2025 at 2:11PM",BOOK-NONFICTION-4817,Business Magazine,$20.27,Apple Pay,"7967 Oak Road, Phoenix, AZ 27957",Delivered on 14/03/2025,Excellent quality 👍
TXN-20241021-002197,CUST-EU-0367,linda williams,linda.williams@shop.com,2024-10-21T22:30:36Z,BOOK-TEXTBOOK-7494,Business Magazine,£54.44,PayPal,"7654 Elm Street, Phoenix, TX 56066",Cancelled,Good value for money
TXN-20250521-002198,CUST-ASIA-0450,Ms. James Miller,JAMES.MILLER@SHOP.COM,2025-05-21T10:08:03Z,HOME-LIGHTING-6395,Queen Bedding Set,$495.16,Credit Card (Mastercard),"1944 Park Ave, Leeds, UK, L1 1AA",Delivered on 26/05/2025,Arrived damaged 😠
TXN-20260113-002199,CUST-US-0125,dr. david brown,david.brown@shop.com,"January 13, 2026 at 8:25AM",BOOK-FICTION-1727,Python Programming,$60.03,Credit Card (Mastercard),"106 Park Ave, New York, TX 10887",Delivered on 2026-01-19,Disappointed 😢
TXN-20251104-002200,CUSTCA0271,DR. JENNIFER SMITH,jennifer.smith@test.com,2025-11-04T21:51:07Z,SPORT-OUTDOOR-2145,Ski Jacket Waterproof,203.49,DEBIT CARD - Mastercard,"343 Main St, Houston, IL 64615",Processing,Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20250911-002201,CUST-UK-0483,mrs. joseph garcia,,2025-09-11T12:14:38Z,CLOTH-JACKET-4640,Nike Running Shoes - Size 10,$225.88,Apple Pay,"3969 High Street, Los Angeles, TX 72690",Processing,Excellent quality 👍
TXN-20250831-002202,CUST-UK-0049,  Ms. Robert Davis  ,robert.davis@mail.com,2025-08-31T16:57:02Z,ELEC-LAPTOP-7488,"MacBook Pro 14""",$1392.01,Credit Card (Visa),"7070 Oak Road, Leeds, UK, LS1 1AA",Processing,Disappointed 😢
TXN-20240529-002203,CUST-ASIA-0256,,ROBERT.MARTINEZ@EMAIL.COM,05/29/2024 04:47 AM,HOME-LIGHTING-4213,Modern Sofa Set,£31.70,PayPal,"774 High Street, Liverpool, UK, M1 1AA",Processing,Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN20241103002204,CUST-US-0407,jennifer garcia,jennifer.garcia@example.com,11/03/2024 07:29 AM,HOME-KITCHEN-7685,Kitchen Mixer,,credit_card,"8614 Park Ave, Liverpool, UK, M1 1AA",Processing,Not worth the price
TXN-20241201-002205,CUST-EU-0431,william rodriguez,WILLIAM.RODRIGUEZ@TEST.COM,01/12/2024 21:21,ELEC-PHONE-2061,iPhone 15 Pro Max (256GB),,Apple Pay,"4218 Elm Street, Leeds, UK, B1 1AA",Processing,
TXN-20251116-002206,CUST-UK-0299,James Martinez,james.martinez@mail.com,"November 16, 2025 at 2:56PM",HOME-LIGHTING-6238,LED Floor Lamp,$726.34,Credit Card (Mastercard),,Cancelled - 18/11/2025,
TXN-20250413-002207,CUST-US-0013,dr. emma jones,emma.jones@email.com,2025-04-13T20:45:03Z,SPORT-WINTER-5394,Ski Jacket Waterproof,$26.96,Google Pay,"845 Main St, Phoenix, TX 78475",Cancelled,Poor quality 😞
TXN-20251109-002208,CUST-US-0307,mr. patricia anderson,PATRICIA.ANDERSON@SHOP.COM,"November 9, 2025 at 12:25PM",ELEC-PHONE-8429,"MacBook Pro 14""",£1433.16,Credit Card (Visa),"9413 Main St, Manchester, UK, B1 1AA",Shipped (est. arrival: November 13),Average product
TXN-20251031-002209,CUST-UK-0020,  Mr. James Jones  ,JAMES.JONES@TEST.COM,2025-10-31T12:44:28Z,CLOTH-PANTS-5766,Cotton T-Shirt,$130.31,Credit Card (Visa),"2522 Elm Street, New York, NY 67993",Shipped (est. arrival: November 04),Great product! 5 stars ⭐⭐⭐⭐⭐
TXN-20240717-002210,CUST-CA-0224,  ms. linda lopez  ,linda.lopez@test.com,2024-07-17T23:23:57Z,HOME-BEDDING-8025,Kitchen Mixer,€172.24,CREDIT CARD,"2275 Main St, New York, IL 49694",Cancelled,Perfect! 5/5 stars
TXN-20240331-002211,CUST-ASIA-0281,john hernandez,john.hernandez@shop.com,"March 31, 2024 at 3:00PM",SPORT-TEAM-4209,Ski Jacket Waterproof,360.53,Apple Pay,"4815 Main St, Liverpool, UK, M1 1AA",Shipped (est. arrival: April 05),Average product
TXN-20250924-002212,CUST-US-0238,,joseph.anderson@example.com,2025-09-24T09:13:42Z,ELEC-LAPTOP-1070,Samsung Galaxy S24,$741.88,Debit Card - Visa,"5221 Main St, Chicago, TX 66322",Shipped (est. arrival: September 30),Amazing! Highly recommend ⭐⭐⭐⭐⭐
TXN-20240412-002213,CUST-UK-0042,Dr. James Williams,JAMES.WILLIAMS@SHOP.COM,04/12/2024 07:34 PM,SPORT-WATER-3344,Basketball Official,$296.77,Credit Card (Visa),"7515 Elm Street, London, UK, SW1A 1AA",Processing,Not worth the price
TXN-20251007-002214,CUST-US-0322,James Anderson,james.anderson@email.com,07/10/2025 18:09,HOME-FURNITURE-6983,Wall Art Decoration,$280.85,credit_card,"4508 Park Ave, London, UK, SW1A 1AA",Processing,Poor quality 😞
TXN-20260103-002215,CUST-US-0008,MRS. DAVID JONES,david.jones@mail.com,01/03/2026 02:39 PM,SPORT-OUTDOOR-4030,Basketball Official,$151.30,Apple Pay,"3296 Elm Street, Liverpool, UK, L1 1AA",Cancelled - 05/01/2026,Perfect! 5/5 stars
TXN-20250121-002216,CUST-EU-0314,dr. john garcia,john.garcia@shop.com,2025-01-21T08:32:57Z,HOME-DECOR-3921,LED Floor Lamp,$525.80,Credit Card (Mastercard),"7936 High Street, Leeds, UK, M1 1AA",Cancelled - 21/01/2025,Great product! 5 stars ⭐⭐⭐⭐⭐
